date,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,stochrsi_K,stochrsi_D,signal
2024-08-09 03:34:00,1.2769,1.277,1.2768,1.2769,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-09 03:35:00,1.277,1.2771,1.2768,1.277,1407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-09 03:36:00,1.277,1.277,1.2767,1.2769,1261.0,0.0,-7.977207977072354e-06,-1.5954415954144708e-06,-6.381766381657883e-06,0.0,0.0,0.0
2024-08-09 03:37:00,1.2768,1.277,1.2766,1.2768,1740.0,0.0,-2.2113456871419856e-05,-5.699044650615548e-06,-1.6414412220804308e-05,0.0,0.0,0.0
2024-08-09 03:38:00,1.2768,1.2769,1.2766,1.2769,1376.0,0.0,-2.495965236515296e-05,-9.551166193523032e-06,-1.540848617162993e-05,0.0,0.0,0.0
2024-08-09 03:39:00,1.2769,1.277,1.2765,1.2765,1333.0,0.0,-5.881396903584246e-05,-1.940372676198692e-05,-3.941024227385554e-05,0.0,0.0,0.0
2024-08-09 03:40:00,1.2765,1.2766,1.2764,1.2765,1395.0,0.0,-8.466776165194645e-05,-3.2456533739978825e-05,-5.221122791196762e-05,0.0,0.0,0.0
2024-08-09 03:41:00,1.2764,1.2767,1.2764,1.2765,1171.0,0.0,-0.000103958707301,-4.6756968452196297e-05,-5.720173884886986e-05,0.0,0.0,0.0
2024-08-09 03:42:00,1.2765,1.2767,1.2764,1.2766,1153.0,0.0,-0.0001099107734672,-5.938772945520215e-05,-5.05230440120234e-05,0.0,0.0,0.0
2024-08-09 03:43:00,1.2766,1.2767,1.2765,1.2767,1369.0,0.0,-0.0001053443207656,-6.857904771730153e-05,-3.676527304839747e-05,0.0,0.0,0.0
2024-08-09 03:44:00,1.2766,1.2768,1.2766,1.2766,1197.0,0.0,-0.0001085433185552,-7.657190188489207e-05,-3.197141667036216e-05,0.0,0.0,0.0
2024-08-09 03:45:00,1.2766,1.2768,1.2765,1.2766,1274.0,0.0,-0.0001098126949594,-8.322006049980682e-05,-2.659263445965896e-05,0.0,0.0,0.0
2024-08-09 03:46:00,1.2766,1.2767,1.2764,1.2765,1186.0,0.0,-0.0001175330018861,-9.008264877706652e-05,-2.745035310903885e-05,0.0,0.0,0.0
2024-08-09 03:47:00,1.2765,1.2767,1.2764,1.2765,1201.0,0.0,-0.0001222422679754,-9.651457261673608e-05,-2.5727695358678183e-05,0.0,0.0,0.0
2024-08-09 03:48:00,1.2765,1.2766,1.2764,1.2765,1113.0,0.0,-0.0001245387896353,-0.0001021194160204,-2.2419373614902704e-05,0.0,0.0,0.0
2024-08-09 03:49:00,1.2765,1.2765,1.2763,1.2765,1221.0,27.272727272727263,-0.0001249188132761,-0.0001066792954715,-1.823951780454459e-05,0.0,0.0,0.0
2024-08-09 03:50:00,1.2765,1.2767,1.2764,1.2767,1083.0,39.18128654970761,-0.0001078385604216,-0.0001069111484616,-9.274119600214611e-07,0.0,0.0,0.0
2024-08-09 03:51:00,1.2766,1.2768,1.2765,1.2767,1447.0,39.18128654970761,-9.322766647112957e-05,-0.0001041744520635,1.094678559237899e-05,0.0,0.0,Open Trade
2024-08-09 03:52:00,1.2767,1.2768,1.2766,1.2767,1169.0,39.18128654970761,-8.071796133646281e-05,-9.94831539180994e-05,1.876519258163661e-05,0.0,0.0,0.0
2024-08-09 03:53:00,1.2767,1.2767,1.2764,1.2765,748.0,32.52879989569499,-8.595146345213855e-05,-9.677681582490725e-05,1.0825352372768692e-05,0.0,0.0,0.0
2024-08-09 03:54:00,1.2766,1.2768,1.2765,1.2767,1077.0,42.95868515656269,-7.311786581110091e-05,-9.2045025822146e-05,1.892716001104508e-05,0.0,0.0,0.0
2024-08-09 03:55:00,1.2766,1.2767,1.2764,1.2764,1123.0,34.37490565379974,-8.616142474404676e-05,-9.086830560652615e-05,4.706880862479399e-06,0.0,0.0,0.0
2024-08-09 03:56:00,1.2764,1.2765,1.2764,1.2765,782.0,38.76704603263897,-8.742163274289005e-05,-9.017897103379892e-05,2.757338290908877e-06,0.0,0.0,0.0
2024-08-09 03:57:00,1.2764,1.2765,1.2762,1.2762,961.0,31.874814275060288,-0.0001113443412008,-9.441204506721089e-05,-1.6932296133647694e-05,0.0,0.0,Close Trade
